bookWorld;1;1;1650561828;0.900000;0;0.300000;1.000000;0.00;500;False
bookWorld;1;1;1650561828;0.900000;1;0.300000;0.950000;0.00;500;False
bookWorld;1;1;1650561828;0.900000;2;0.300000;0.900000;0.00;500;False
bookWorld;1;1;1650561828;0.900000;3;0.300000;0.850000;0.00;500;False
bookWorld;1;1;1650561828;0.900000;4;0.300000;0.800000;0.00;500;False
bookWorld;1;1;1650561828;0.900000;5;0.300000;0.750000;0.00;500;False
bookWorld;1;1;1650561828;0.900000;6;0.300000;0.700000;0.00;500;False
bookWorld;1;1;1650561828;0.900000;7;0.300000;0.650000;0.00;500;False
bookWorld;1;1;1650561828;0.900000;8;0.300000;0.600000;0.00;500;False
bookWorld;1;1;1650561828;0.900000;9;0.300000;0.550000;0.00;500;False
bookWorld;1;1;1650561828;0.900000;10;0.300000;0.500000;0.00;500;False
bookWorld;1;1;1650561828;0.900000;11;0.300000;0.450000;0.00;500;False
bookWorld;1;1;1650561828;0.900000;12;0.300000;0.400000;0.00;500;False
bookWorld;1;1;1650561828;0.900000;13;0.300000;0.350000;0.00;500;False
bookWorld;1;1;1650561828;0.900000;14;0.300000;0.300000;0.00;500;False
bookWorld;1;1;1650561828;0.900000;15;0.300000;0.250000;0.00;500;False
bookWorld;1;1;1650561828;0.900000;16;0.300000;0.200000;0.00;500;False
bookWorld;1;1;1650561828;0.900000;17;0.300000;0.150000;0.00;500;False
bookWorld;1;1;1650561828;0.900000;18;0.300000;0.100000;0.00;500;False
bookWorld;1;1;1650561828;0.900000;19;0.300000;0.050000;0.00;500;False
bookWorld;1;1;1650561828;0.900000;20;0.300000;0.050000;0.00;500;False
bookWorld;1;1;1650561828;0.900000;21;0.300000;0.050000;0.00;500;False
bookWorld;1;1;1650561828;0.900000;22;0.300000;0.050000;0.00;500;False
bookWorld;1;1;1650561828;0.900000;23;0.300000;0.050000;0.00;500;False
bookWorld;1;1;1650561828;0.900000;24;0.300000;0.050000;0.00;500;False
